year,state,candidate,party,outcome
2016,Hawaii,"John M. ""Raghu"" Giuffre",other,0.0
2016,Hawaii,Joy J. Allison,other,0.0
2016,Hawaii,Michael A. Kokoski,other,0.0
2016,Hawaii,Brian Schatz,democrat,1.0
2016,Hawaii,John Carroll,republican,0.0
2016,Idaho,Ray J. Writz,other,0.0
2016,Idaho,Mike Crapo,republican,1.0
2016,Idaho,Jerry Sturgill,democrat,0.0
2016,Illinois,Scott Summers,other,0.0
2016,Illinois,Kenton McMillen,other,0.0
2016,Illinois,Mark Kirk,republican,0.0
2016,Illinois,Tammy Duckworth,democrat,1.0
2016,Indiana,Evan Bayh,democrat,0.0
2016,Indiana,Todd C. Young,republican,1.0
2016,Indiana,Lucy Brenton,other,0.0
2016,Iowa,Chuck Grassley,republican,1.0
2016,Iowa,Patty Judge,democrat,0.0
2016,Iowa,Michael Luick-Thrams,other,0.0
2016,Iowa,Charles Aldrich,other,0.0
2016,Iowa,Jim Hennager,other,0.0
2016,Kansas,Patrick Wiesner,democrat,0.0
2016,Kansas,Robert D. Garrard,other,0.0
2016,Kansas,Jerry Moran,republican,1.0
2016,Kentucky,Rand Paul,republican,1.0
2016,Kentucky,Jim Gray,democrat,0.0
2016,Louisiana,"Charles W. Boustany, Jr.",republican,0.0
2016,Louisiana,Derrick Edwards,democrat,0.0
2016,Louisiana,"M. V. ""Vinny""Mendoza",democrat,0.0
2016,Louisiana,John Fleming,republican,0.0
2016,Louisiana,Caroline Fayard,democrat,0.0
2016,Louisiana,Peter Williams,democrat,0.0
2016,Louisiana,LeRoy Gillam,other,0.0
2016,Louisiana,"""Rob"" Maness",republican,0.0
2016,Louisiana,Kaitlin Marone,other,0.0
2016,Louisiana,Joshua Pellerin,democrat,0.0
2016,Louisiana,"William Robert Lang, Jr.",other,0.0
2016,Louisiana,Beryl Billiot,other,0.0
2016,Louisiana,Arden Wells,other,0.0
2016,Louisiana,Troy Hebert,other,0.0
2016,Louisiana,John Kennedy,republican,1.0
2016,Louisiana,"Gregory Taylor, Jr.",other,0.0
2016,Louisiana,Thomas P. Clements,other,0.0
2016,Louisiana,Gary Landrieu,democrat,0.0
2016,Louisiana,Foster Campbell,democrat,0.0
2016,Louisiana,Abhay Patel,republican,0.0
2016,Louisiana,"""Joseph"" Cao",republican,0.0
2016,Louisiana,David Duke,republican,0.0
2016,Louisiana,"Donald ""Crawdaddy"" Crawford",republican,0.0
2016,Louisiana,Charles Marsala,republican,0.0
2016,Maryland,Chris Van Hollen,democrat,1.0
2016,Maryland,Margaret Flowers,other,0.0
2016,Maryland,Kathy Szeliga,republican,0.0
2016,Missouri,Roy Blunt,republican,1.0
2016,Missouri,Johnathan McFarland,other,0.0
2016,Missouri,Fred Ryman,other,0.0
2016,Missouri,Jason Kander,democrat,0.0
2016,Missouri,Jonathan Dine,other,0.0
2016,Nevada,Joseph J. Heck,republican,0.0
2016,Nevada,"Thomas ""Tom"" Sawyer",other,0.0
2016,Nevada,Catherine Cortez Masto,democrat,1.0
2016,Nevada,Tony Gumina,other,0.0
2016,Nevada,Tom Jones,other,0.0
2016,Nevada,Jarrod M. Williams,other,0.0
2016,New Hampshire,Kelly Ayotte,republican,0.0
2016,New Hampshire,Maggie Hassan,democrat,1.0
2016,New Hampshire,Brian Chabot,other,0.0
2016,New Hampshire,Aaron Day,other,0.0
2016,New York,Alex Merced,other,0.0
2016,New York,Robin Laverne Wilson,other,0.0
2016,North Carolina,Deborah K. Ross,democrat,0.0
2016,North Carolina,Richard Burr,republican,1.0
2016,North Carolina,Sean Haugh,other,0.0
2016,North Dakota,James Germalic,other,0.0
2016,North Dakota,John Hoeven,republican,1.0
2016,North Dakota,Eliot Glassheim,democrat,0.0
2016,North Dakota,Robert N. Marquette,other,0.0
2016,Ohio,Scott Rupert,other,0.0
2016,Ohio,Ted Strickland,democrat,0.0
2016,Ohio,Joseph R. DeMare,other,0.0
2016,Ohio,Tom Connors,other,0.0
2016,Ohio,Rob Portman,republican,1.0
2016,Oklahoma,Mike Workman,democrat,0.0
2016,Oklahoma,James Lankford,republican,1.0
2016,Oklahoma,Sean Braddy,other,0.0
2016,Oklahoma,Robert T. Murphy,other,0.0
2016,Oklahoma,Mark T. Beard,other,0.0
2016,Oregon,Eric Navickas,other,0.0
2016,Oregon,Ron Wyden,democrat,1.0
2016,Oregon,Shanti S. Lewallen,other,0.0
2016,Oregon,Steven C. Reynolds,other,0.0
2016,Oregon,Mark Callahan,republican,0.0
2016,Oregon,Jim Lindsay,other,0.0
2016,Pennsylvania,Katie McGinty,democrat,0.0
2016,Pennsylvania,Edward T. Clifford III,other,0.0
2016,Pennsylvania,Patrick J. Toomey,republican,1.0
2016,South Carolina,Tim Scott,republican,1.0
2016,South Carolina,Rebel Michael Scarborough,other,0.0
2016,South Dakota,John R. Thune,republican,1.0
2016,South Dakota,Jay Williams,democrat,0.0
2016,Utah,Mike Lee,republican,1.0
2016,Utah,Bill Barron,other,0.0
2016,Utah,Stoney Fonua,other,0.0
2016,Utah,Misty K. Snow,democrat,0.0
2016,Vermont,Scott Milne,republican,0.0
2016,Vermont,Cris Ericson,other,0.0
2016,Vermont,Jerry Trudell,other,0.0
2016,Vermont,Pete Diamondstone,other,0.0
2016,Vermont,Patrick J. Leahy,democrat,1.0
2016,Washington,Chris Vance,republican,0.0
2016,Washington,Patty Murray,democrat,1.0
2016,Wisconsin,Russ Feingold,democrat,0.0
2016,Wisconsin,Philip N. Anderson,other,0.0
2016,Wisconsin,Ron Johnson,republican,1.0
2018,Arizona,Martha McSally,republican,0.0
2018,Arizona,Kyrsten Sinema,democrat,1.0
2018,Arizona,Angela Green,other,0.0
2018,California,Dianne Feinstein,democrat,1.0
2018,California,Kevin De Leon,democrat,0.0
2018,Connecticut,Matthew Corey,republican,0.0
2018,Connecticut,Richard Lion,other,0.0
2018,Connecticut,Jeff Russell,other,0.0
2018,Delaware,Thomas R Carper,democrat,1.0
2018,Delaware,Robert B Arlett,republican,0.0
2018,Delaware,Demitri G Theodoropoulos,other,0.0
2018,Delaware,Nadine M Frost,other,0.0
2018,Florida,Rick Scott,republican,1.0
2018,Florida,Bill Nelson,democrat,0.0
2018,Hawaii,Mazie K. Hirono,democrat,1.0
2018,Hawaii,Ron Curtis,republican,0.0
2018,Indiana,Mike Braun,republican,1.0
2018,Indiana,Joe Donnelly,democrat,0.0
2018,Indiana,Lucy M. Brenton,other,0.0
2018,Maine,Eric L. Brakey,republican,0.0
2018,Maine,"Angus S. King, Jr.",other,1.0
2018,Maine,Zak Ringelstein,democrat,0.0
2018,Maryland,Tony Campbell,republican,0.0
2018,Maryland,Ben Cardin,democrat,1.0
2018,Maryland,Arvin Vohra,other,0.0
2018,Maryland,Neal Simon,other,0.0
2018,Massachusetts,Elizabeth A. Warren,democrat,1.0
2018,Massachusetts,Geoff Diehl,republican,0.0
2018,Massachusetts,Shiva Ayyadurai,other,0.0
2018,Michigan,John James,republican,0.0
2018,Michigan,Debbie Stabenow,democrat,1.0
2018,Michigan,George E. Huffman III,other,0.0
2018,Michigan,Marcia Squier,other,0.0
2018,Michigan,John Howard Wilhelm,other,0.0
2018,Minnesota,Jim Newberger,republican,0.0
2018,Minnesota,Amy Klobuchar,other,1.0
2018,Minnesota,Dennis Schuller,other,0.0
2018,Minnesota,Paula M Overby,other,0.0
2018,Minnesota,Karin Housley,republican,0.0
2018,Minnesota,Tina Smith,other,0.0
2018,Minnesota,Sarah Wellington,other,0.0
2018,Minnesota,Jerry Trooien,other,0.0
2018,Mississippi,David Baria,democrat,0.0
2018,Mississippi,Roger F. Wicker,republican,1.0
2018,Mississippi,Danny Bedwell,other,0.0
2018,Mississippi,Shawn O'Hara,other,0.0
2018,Mississippi,Cindy Hyde-Smith,republican,0.0
2018,Mississippi,Mike Espy,democrat,0.0
2018,Missouri,Josh Hawley,republican,1.0
2018,Missouri,Claire McCaskill,democrat,0.0
2018,Missouri,Japheth Campbell,other,0.0
2018,Missouri,Jo Crain,other,0.0
2018,Missouri,Craig O'Dear,other,0.0
2018,Montana,Jon Tester,democrat,1.0
2018,Montana,Rick Breckenridge,other,0.0
2018,Montana,Matt Rosendale,republican,0.0
2018,Nebraska,Deb Fischer,republican,1.0
2018,Nebraska,Jane Raybould,democrat,0.0
2018,Nebraska,Jim Schultz,other,0.0
2018,Nevada,Jacky Rosen,democrat,1.0
2018,Nevada,Dean Heller,republican,0.0
2018,Nevada,Barry Michaels,other,0.0
2018,Nevada,Tim Hagan,other,0.0
2018,Nevada,Kamau A. Bakari,other,0.0
2018,New Jersey,Robert Menendez,democrat,1.0
2018,New Jersey,Bob Hugin,republican,0.0
2018,New Jersey,Madelyn R. Hoffman,other,0.0
2018,New Jersey,Murray Sabrin,other,0.0
2018,New Jersey,Natalie Lynn Rivera,other,0.0
2018,New Jersey,Tricia Flanagan,other,0.0
2018,New Jersey,Kevin Kimple,other,0.0
2018,New Jersey,Hank Schroeder,other,0.0
2018,New Mexico,Martin T Heinrich,democrat,1.0
2018,New Mexico,Gary E Johnson,other,0.0
2018,New Mexico,Mick Rich,republican,0.0
2018,North Dakota,Kevin Cramer,republican,1.0
2018,North Dakota,Heidi Heitkamp,other,0.0
2018,Ohio,Sherrod Brown,democrat,1.0
2018,Ohio,Jim Renacci,republican,0.0
2018,Pennsylvania,Robert P Casey Jr,democrat,1.0
2018,Pennsylvania,Louis J. Barletta,republican,0.0
2018,Pennsylvania,Neal Taylor Gale,other,0.0
2018,Pennsylvania,Dale R Kerns Jr,other,0.0
2018,Rhode Island,Sheldon Whitehouse,democrat,1.0
2018,Rhode Island,"Robert G. Flanders, Jr.",republican,0.0
2018,Tennessee,Marsha Blackburn,republican,1.0
2018,Tennessee,Phil Bredesen,democrat,0.0
2018,Tennessee,Trudy A. Austin,other,0.0
2018,Tennessee,John Carico,other,0.0
2018,Tennessee,Dean Hill,other,0.0
2018,Tennessee,Kevin Lee McCants,other,0.0
2018,Tennessee,Breton Phillips,other,0.0
2018,Tennessee,Kris L. Todd,other,0.0
2018,Texas,Ted Cruz,republican,1.0
2018,Texas,Beto O'Rourke,democrat,0.0
2018,Texas,Neal M. Dikeman,other,0.0
2018,Utah,Mitt Romney,republican,1.0
2018,Utah,Jenny Wilson,democrat,0.0
2018,Utah,Tim Aalders,other,0.0
2018,Utah,Craig R. Bowden,other,0.0
2018,Utah,Reed C. McCandless,other,0.0
2018,Vermont,Folasade Adeluola,other,0.0
2018,Vermont,Russell Beste,other,0.0
2018,Vermont,Bruce Busa,other,0.0
2018,Vermont,Edward S. Gilbert Jr,other,0.0
2018,Vermont,Reid Kane,other,0.0
2018,Vermont,Brad J. Peacock,other,0.0
2018,Vermont,Bernie Sanders,other,1.0
2018,Vermont,Jon Svitavsky,other,0.0
2018,Vermont,Lawrence Zupan,republican,0.0
2018,Virginia,Corey A. Stewart,republican,0.0
2018,Virginia,Timothy M. Kaine,democrat,1.0
2018,Virginia,Matt J. Waters,other,0.0
2018,Washington,Maria Cantwell,democrat,1.0
2018,Washington,Susan Hutchison,republican,0.0
2018,West Virginia,Joe Manchin,democrat,1.0
2018,West Virginia,Patrick Morrisey,republican,0.0
2018,West Virginia,Rusty Hollen,other,0.0
2018,Wisconsin,Tammy Baldwin,democrat,1.0
2018,Wisconsin,Leah Vukmir,republican,0.0
2018,Wyoming,John Barrasso,republican,1.0
2018,Wyoming,Gary Trauner,democrat,0.0
2018,Wyoming,Joseph Porambo,other,0.0
1980,New York,Alfonse M. D'Amato,republican,0.0
1982,New York,Daniel P. Moynihan,democrat,1.0
1982,New York,Florence M. Sullivan,republican,0.0
1986,New York,Alfonse M. D'Amato,republican,1.0
1988,New York,Daniel Patrick Moynihan,democrat,1.0
1988,New York,Robert R. McMillan,republican,0.0
1992,Connecticut,Christopher J. Dodd,democrat,1.0
1992,Georgia,Paul Coverdell,republican,0.0
1992,Georgia,"Wyche Fowler, Jr.",democrat,1.0
1992,New York,Alfonse D'Amato,republican,0.0
1992,New York,Robert Abrams,democrat,1.0
1994,Connecticut,Joseph I. Lieberman,democrat,1.0
1994,New York,Bernadette Castro,republican,0.0
1994,New York,Daniel Patrick Moynihan,democrat,1.0
1998,New York,Alfonse D'Amato,republican,0.0
1998,New York,Charles E. Schumer,democrat,1.0
2000,New York,Hillary Rodham Clinton,democrat,1.0
2000,New York,Rick Lazio,republican,0.0
2002,Louisiana,Mary L. Landrieu,democrat,1.0
2002,Louisiana,Suzanne Haik Terrell,republican,0.0
2004,New York,Charles E. Schumer,democrat,1.0
2004,South Carolina,Efia Nwangaza,other,0.0
2006,New York,Hillary Rodham Clinton,democrat,1.0
2006,New York,John Spencer,republican,0.0
2008,Georgia,Jim Martin,democrat,0.0
2008,Georgia,Saxby Chambliss,republican,1.0
2010,Connecticut,Richard Blumenthal,democrat,1.0
2010,New York,Jay Townsend,republican,0.0
2010,New York,Joseph J. DioGuardi,republican,0.0
2012,Connecticut,Christopher S. Murphy,democrat,1.0
2012,Connecticut,Linda E. McMahon,republican,0.0
2012,New York,Kirsten E. Gillibrand,democrat,1.0
2012,New York,Wendy Long,republican,0.0
2014,South Carolina,Brad Hutto,democrat,0.0
2016,Connecticut,Richard Blumenthal,democrat,1.0
2016,New York,Charles E. Schumer,democrat,1.0
2016,New York,Wendy Long,republican,0.0
2016,South Carolina,Bill Bledsoe,other,0.0
2016,South Carolina,Thomas Dixon,democrat,0.0
2018,Connecticut,Christopher S Murphy,democrat,1.0
2018,New York,Chele Chiavacci Farley,republican,0.0
2018,New York,Kirsten E. Gillibrand,democrat,1.0
2020,Alabama,Tommy Tuberville,republican,1.0
2020,Alabama,Doug Jones,democrat,0.0
2020,Alaska,Dan Sullivan,republican,1.0
2020,Alaska,Al Gross,other,0.0
2020,Alaska,John Wayne Howe,other,0.0
2020,Alaska,"Sidney ""Sid"" Hill",other,0.0
2020,Alaska,Karen Nanouk,other,0.0
2020,Alaska,Jed Whittaker,other,0.0
2020,Arkansas,Tom Cotton,republican,1.0
2020,Arkansas,"Ricky Dale Harrington, Jr.",other,0.0
2020,Colorado,John Hickenlooper,democrat,1.0
2020,Colorado,Cory Gardner,republican,0.0
2020,Colorado,Raymon Anthony Doane,other,0.0
2020,Colorado,Daniel Doyle,other,0.0
2020,Colorado,"Stephan ""Seku"" Evans",other,0.0
2020,Delaware,Chris Coons,democrat,1.0
2020,Delaware,Nadine Frost,other,0.0
2020,Delaware,Mark Turley,other,0.0
2020,Delaware,Lauren Witzke,republican,0.0
2020,Idaho,Jim Risch,republican,1.0
2020,Idaho,Natalie Fleming,other,0.0
2020,Idaho,Paulette Jordan,democrat,0.0
2020,Idaho,Ray Writz,other,0.0
2020,Illinois,Dick Durbin,democrat,1.0
2020,Illinois,David F. Black,other,0.0
2020,Illinois,Mark Curran,republican,0.0
2020,Illinois,Danny Malouf,other,0.0
2020,Illinois,Willie Wilson,other,0.0
2020,Iowa,Joni Ernst,republican,1.0
2020,Iowa,Theresa Greenfield,democrat,0.0
2020,Iowa,Suzanne Herzog,other,0.0
2020,Iowa,Rick Stewart,other,0.0
2020,Kansas,Roger Marshall,republican,1.0
2020,Kansas,Barbara Bollier,democrat,0.0
2020,Kansas,Jason Buckley,other,0.0
2020,Kentucky,Mitch McConnell,republican,1.0
2020,Kentucky,Brad Barron,other,0.0
2020,Kentucky,Amy McGrath,democrat,0.0
2020,Louisiana,Bill Cassidy,republican,1.0
2020,Louisiana,Beryl Billiot,other,0.0
2020,Louisiana,John Paul Bourgeois,other,0.0
2020,Louisiana,Reno Daret III,other,0.0
2020,Louisiana,Champ Edwards,democrat,0.0
2020,Louisiana,Xan John,other,0.0
2020,Louisiana,David Drew Knight,democrat,0.0
2020,Louisiana,Vinny Mendoza,other,0.0
2020,Louisiana,Jamar Montgomery,other,0.0
2020,Louisiana,Dustin Murphy,republican,0.0
2020,Louisiana,Adrian Perkins,democrat,0.0
2020,Louisiana,Antoine Pierce,democrat,0.0
2020,Louisiana,Melinda Mary Price,other,0.0
2020,Louisiana,Aaron Sigler,other,0.0
2020,Louisiana,Peter Wenstrup,democrat,0.0
2020,Maine,Susan Collins,republican,1.0
2020,Maine,Sara Gideon,democrat,0.0
2020,Maine,Max Patrick Linn,other,0.0
2020,Maine,Lisa Savage,other,0.0
2020,Massachusetts,Ed Markey,democrat,1.0
2020,Massachusetts,Kevin O'Connor,republican,0.0
2020,Michigan,Gary Peters,democrat,1.0
2020,Michigan,John James,republican,0.0
2020,Michigan,Marcia Squier,other,0.0
2020,Michigan,Doug Dern,other,0.0
2020,Michigan,Valerie Willis,other,0.0
2020,Minnesota,Tina Smith,democrat,1.0
2020,Minnesota,Jason Lewis,republican,0.0
2020,Minnesota,Kevin O'Connor,other,0.0
2020,Minnesota,Oliver Steinberg,other,0.0
2020,Mississippi,Cindy Hyde-Smith,republican,1.0
2020,Mississippi,Jimmy Edwards,other,0.0
2020,Mississippi,Mike Espy,democrat,0.0
2020,Montana,Steve Daines,republican,1.0
2020,Montana,Steve Bullock,democrat,0.0
2020,Nebraska,Ben Sasse,republican,1.0
2020,Nebraska,Chris Janicek,democrat,0.0
2020,Nebraska,Gene Siadek,other,0.0
2020,New Hampshire,Jeanne Shaheen,democrat,1.0
2020,New Hampshire,Corky Messner,republican,0.0
2020,New Hampshire,Justin O'Donnell,other,0.0
2020,New Jersey,Cory Booker,democrat,1.0
2020,New Jersey,Daniel Burke,other,0.0
2020,New Jersey,Veronica Fernandez,other,0.0
2020,New Jersey,Madelyn R. Hoffman,other,0.0
2020,New Jersey,Rik Mehta,republican,0.0
2020,New Mexico,Ben Ray Luján,democrat,1.0
2020,New Mexico,Mark Ronchetti,republican,0.0
2020,New Mexico,Bob Walsh,other,0.0
2020,North Carolina,Thom Tillis,republican,1.0
2020,North Carolina,Shannon Bray,other,0.0
2020,North Carolina,Cal Cunningham,democrat,0.0
2020,North Carolina,Kevin Hayes,other,0.0
2020,Oklahoma,Jim Inhofe,republican,1.0
2020,Oklahoma,Abby Broyles,democrat,0.0
2020,Oklahoma,Joan Farr,other,0.0
2020,Oklahoma,Robert Murphy,other,0.0
2020,Oklahoma,A. D. Nesbit,other,0.0
2020,Oregon,Jeff Merkley,democrat,1.0
2020,Oregon,Gary Dye,other,0.0
2020,Oregon,Jo Rae Perkins,republican,0.0
2020,Oregon,Ibrahim Taher,other,0.0
2020,Rhode Island,Jack Reed,democrat,1.0
2020,Rhode Island,Allen Waters,republican,0.0
2020,South Carolina,Lindsey Graham,republican,1.0
2020,South Carolina,Jaime Harrison,democrat,0.0
2020,South Carolina,Bill Bledsoe,other,0.0
2020,South Dakota,Mike Rounds,republican,1.0
2020,South Dakota,Dan Ahlers,democrat,0.0
2020,Tennessee,Bill Hagerty,republican,1.0
2020,Tennessee,Marquita Bradshaw,democrat,0.0
2020,Tennessee,Romi Faparusi,other,0.0
2020,Tennessee,Jeffrey Grunau,other,0.0
2020,Tennessee,Ronnie Henley,other,0.0
2020,Tennessee,G. Dean Hill,other,0.0
2020,Tennessee,Steven Hooper,other,0.0
2020,Tennessee,Aaron James,other,0.0
2020,Tennessee,Elizabeth McLeod,other,0.0
2020,Tennessee,Eric Stansberry,other,0.0
2020,Texas,John Cornyn,republican,1.0
2020,Texas,David B. Collins,other,0.0
2020,Texas,MJ Hegar,democrat,0.0
2020,Texas,Kerry McKennon,other,0.0
2020,Virginia,Mark Warner,democrat,1.0
2020,Virginia,Daniel Gade,republican,0.0
2020,West Virginia,Shelley Moore Capito,republican,1.0
2020,West Virginia,David Moran,other,0.0
2020,West Virginia,Paula Jean Swearengin,democrat,0.0
2020,Wyoming,Cynthia Lummis,republican,1.0
2020,Wyoming,Merav Ben-David,democrat,0.0
2020,Arizona,Mark Kelly,democrat,1.0
2020,Arizona,Martha McSally,republican,0.0
